正	セイ ・ ショウ ・ ただしい ・ ただす ・ まさ ・ まさに	correct; justice; righteous; 10**40	general
生	セイ ・ ショウ ・ いきる ・ いかす ・ いける ・ うまれる ・ うまれ ・ うまれ ・ うむ ・ おう ・ はえる ・ はやす ・ き	life; genuine; birth	general
声	セイ ・ ショウ ・ こえ ・ こわ-	voice	general
製	セイ	made in...; manufacture	general
西	セイ ・ サイ ・ ス ・ にし	west; Spain	general
成	セイ ・ ジョウ ・ なる ・ なす ・ -なす	turn into; become; get; grow; elapse; reach	general
世	セイ ・ セ ・ ソウ ・ よ ・ さんじゅう	generation; world; society; public	general
制	セイ	system; law; rule	general
勢	セイ ・ ゼイ ・ いきおい ・ はずみ	forces; energy; military strength	general
性	セイ ・ ショウ ・ さが	sex; gender; nature	general
水	スイ ・ みず ・ みず-	water	general
数	スウ ・ ス ・ サク ・ ソク ・ シュ ・ かず ・ かぞえる ・ しばしば ・ せめる ・ わずらわしい	number; strength; fate; law; figures	general
常	ジョウ ・ つね ・ とこ-	usual; ordinary; normal; regular	general
情	ジョウ ・ セイ ・ なさけ	feelings; emotion; passion; sympathy; circumstances; facts	general
条	ジョウ ・ チョウ ・ デキ ・ えだ ・ すじ	article; clause; item; stripe; streak	general
状	ジョウ	status quo; conditions; circumstances; form; appearance	general
職	ショク ・ ソク	post; employment; work	general
食	ショク ・ ジキ ・ くう ・ くらう ・ たべる ・ はむ	eat; food	general
信	シン	faith; truth; fidelity; trust	general
審	シン ・ つまびらか ・ つぶさに	hearing; judge; trial	general
心	シン ・ こころ ・ -ごころ	heart; mind; spirit; heart radical (no. 61)	general
新	シン ・ あたらしい ・ あらた ・ あら- ・ にい-	new	general
深	シン ・ ふかい ・ -ぶかい ・ ふかまる ・ ふかめる ・ み-	deep; heighten; intensify; strengthen	general
申	シン ・ もうす ・ もうし- ・ さる	have the honor to; sign of the monkey; 3-5PM; ninth sign of Chinese zodiac	general
真	シン ・ ま ・ ま- ・ まこと	true; reality; Buddhist sect	general
神	シン ・ ジン ・ かみ ・ かん- ・ こう-	gods; mind; soul	general
親	シン ・ おや ・ おや- ・ したしい ・ したしむ	parent; intimacy; relative; familiarity; dealer (cards)	general
身	シン ・ み	somebody; person; one's station in life	general
進	シン ・ すすむ ・ すすめる	advance; proceed; progress; promote	general
人	ジン ・ ニン ・ ひと ・ -り ・ -と	person	general
場	ジョウ ・ チョウ ・ ば	location; place	general
初	ショ ・ はじめ ・ はじめて ・ はつ ・ はつ- ・ うい- ・ -そめる ・ -ぞめ	first time; beginning	general
所	ショ ・ ところ ・ -ところ ・ どころ ・ とこ	place	general
書	ショ ・ かく ・ -がき ・ -がき	write	general
助	ジョ ・ たすける ・ たすかる ・ すける ・ すけ	help; rescue; assist	general
女	ジョ ・ ニョ ・ ニョウ ・ おんな ・ め	woman; female	general
勝	ショウ ・ かつ ・ -がち ・ まさる ・ すぐれる ・ かつ	victory; win; prevail; excel	general
商	ショウ ・ あきなう	make a deal; selling; dealing in; merchant	general
小	ショウ ・ ちいさい ・ こ- ・ お- ・ さ-	little; small	general
少	ショウ ・ すくない ・ すこし	few; little	general
松	ショウ ・ まつ	pine tree	general
消	ショウ ・ きえる ・ けす	extinguish; blow out; turn off; neutralize; cancel	general
渉	ショウ ・ わたる	ford; ferry; port	general
証	ショウ ・ あかし	evidence; proof; certificate	general
象	ショウ ・ ゾウ ・ かたどる	elephant; pattern after; imitate; image; shape; sign (of the times)	general
賞	ショウ ・ ほめる	prize; reward; praise	general
上	ジョウ ・ ショウ ・ シャン ・ うえ ・ -うえ ・ うわ- ・ かみ ・ あげる ・ -あげる ・ あがる ・ -あがる ・ あがり ・ -あ	above; up	general
乗	ジョウ ・ ショウ ・ のる ・ -のり ・ のせる	ride; power; multiplication; record; counter for vehicles; board; mount; join	general
準	ジュン ・ じゅんじる ・ じゅんずる ・ なぞらえる ・ のり ・ ひとしい ・ みずもり	semi-; correspond to; proportionate to; conform; imitate	general
出	シュツ ・ スイ ・ でる ・ -で ・ だす ・ -だす ・ いでる ・ いだす	exit; leave	general
術	ジュツ ・ すべ	art; technique; skill; means; trick; resources; magic	general
述	ジュツ ・ のべる	mention; state; speak; relate	general
衆	シュウ ・ シュ ・ おおい	masses; great numbers; multitude; populace	general
集	シュウ ・ あつまる ・ あつめる ・ つどう	gather; meet; congregate; swarm; flock	general
住	ジュウ ・ ヂュウ ・ チュウ ・ すむ ・ すまう ・ -ずまい	dwell; reside; live; inhabit	general
十	ジュウ ・ ジッ ・ ジュッ ・ とお ・ と	ten	general
重	ジュウ ・ チョウ ・ え ・ おもい ・ おもり ・ おもなう ・ かさねる ・ かさなる ・ おも	heavy; heap up; pile up; nest of boxes; -fold	general
首	シュ ・ くび	neck; counter for songs and poems	general
受	ジュ ・ うける ・ -うけ ・ うかる	accept; undergo; answer (phone); take; get; catch; receive	general
収	シュウ ・ おさめる ・ おさまる	income; obtain; reap; pay; supply; store	general
州	シュウ ・ ス ・ す	state; province	general
終	シュウ ・ おわる ・ -おわる ・ おわる ・ おえる ・ つい ・ ついに	end; finish	general
手	シュ ・ ズ ・ て ・ て- ・ -て ・ た-	hand	general
種	シュ ・ たね ・ -ぐさ	species; kind; class; variety; seed	general
守	シュ ・ ス ・ まもる ・ まもり ・ もり ・ -もり ・ かみ	guard; protect; defend; obey	general
取	シュ ・ とる ・ とり ・ とり- ・ とり ・ -どり	take; fetch; take up	general
主	シュ ・ ス ・ シュウ ・ ぬし ・ おも ・ あるじ	lord; chief; master; main thing; principal	general
若	ジャク ・ ニャク ・ ニャ ・ わかい ・ わか- ・ もしくわ ・ もし ・ もしくは	young; if; perhaps; possibly; low number; immature	general
社	シャ ・ やしろ	company; firm; office; association; shrine	general
者	シャ ・ もの	someone; person	general
車	シャ ・ くるま	car	general
写	シャ ・ ジャ ・ うつす ・ うつる ・ うつ- ・ うつし	copy; be photographed; describe	general
自	ジ ・ シ ・ みずから ・ おのずから ・ おのずと	oneself	general
式	シキ	style; ceremony; rite; function; method; system; form; expression	general
識	シキ ・ しる ・ しるす	discriminating; know; write	general
七	シチ ・ なな ・ ななつ ・ なの	seven	general
失	シツ ・ うしなう ・ うせる	lose; error; fault; disadvantage; loss	general
質	シツ ・ シチ ・ チ ・ たち ・ ただす ・ もと ・ わりふ	substance; quality; matter; temperament	general
実	ジツ ・ シツ ・ み ・ みのる ・ まこと ・ まことに ・ みの ・ みちる	reality; truth	general
示	ジ ・ シ ・ しめす	show; indicate; point out; express; display	general
視	シ ・ みる	inspection; regard as; see; look at	general
試	シ ・ こころみる ・ ためす	test; try; attempt; experiment; ordeal	general
資	シ	assets; resources; capital; funds; data; be conducive to; contribute to	general
事	ジ ・ ズ ・ こと ・ つかう ・ つかえる	matter; thing; fact; business; reason; possibly	general
字	ジ ・ あざ ・ あざな ・ -な	character; letter; word; section of village	general
持	ジ ・ もつ ・ -もち ・ もてる	hold; have	general
時	ジ ・ とき ・ -どき	time; hour	general
次	ジ ・ シ ・ つぐ ・ つぎ	next; order; sequence	general
治	ジ ・ チ ・ おさめる ・ おさまる ・ なおる ・ なおす	reign; be at peace; calm down; subdue; quell; govt; cure; heal; rule; conserve	general
思	シ ・ おもう ・ おもえらく ・ おぼす	think	general
指	シ ・ ゆび ・ さす ・ -さし	finger; point to; indicate; put into; play (chess); measure (ruler)	general
支	シ ・ ささえる ・ つかえる ・ かう	branch; support; sustain; branch radical (no. 65)	general
施	シ ・ セ ・ ほどこす	alms; apply bandages; administer first-aid	general
止	シ ・ とまる ・ -どまり ・ とめる ・ -とめる ・ -どめ ・ とどめる ・ とどめ ・ とどまる ・ やめる ・ やむ ・ -やむ ・ よ	stop; halt	general
死	シ ・ しぬ ・ しに-	death; die	general
氏	シ ・ うじ ・ -うじ	family name; surname; clan	general
私	シ ・ わたくし ・ わたし	private; I; me	general
四	シ ・ よ ・ よつ ・ よっつ ・ よん	four	general
始	シ ・ はじめる ・ -はじめる ・ はじまる	commence; begin	general
姿	シ ・ すがた	figure; form; shape	general
子	シ ・ ス ・ ツ ・ こ ・ -こ ・ ね	child; sign of the rat; 11PM-1AM; first sign of Chinese zodiac	general
市	シ ・ いち	market; city; town	general
三	サン ・ ゾウ ・ み ・ みつ ・ みっつ	three	general
参	サン ・ シン ・ まいる ・ まい- ・ まじわる ・ みつ	nonplussed; three; going; coming; visiting; visit; be defeated; die; be madly in love	general
山	サン ・ セン ・ やま	mountain	general
産	サン ・ うむ ・ うまれる ・ うぶ- ・ むす	products; bear; give birth; yield; childbirth; native; property	general
算	サン ・ そろ	calculate; divining; number; abacus; probability	general
残	ザン ・ サン ・ のこる ・ のこす ・ そこなう ・ のこり	remainder; leftover; balance	general
仕	シ ・ ジ ・ つかえる	attend; doing; official; serve	general
使	シ ・ つかう ・ つかい ・ -つかい ・ -づかい	use	general
察	サツ	guess; presume; surmise; judge; understand	general
策	サク	scheme; plan; policy; step; means	general
裁	サイ ・ たつ ・ さばく	tailor; judge; decision; cut out (pattern)	general
際	サイ ・ きわ ・ -ぎわ	occasion; side; edge; verge; dangerous; adventurous; indecent; time; when	general
在	ザイ ・ ある	exist; outskirts; suburbs; located in	general
財	ザイ ・ サイ ・ ゾク ・ たから	property; money; wealth; assets	general
作	サク ・ サ ・ つくる ・ つくり ・ -づくり	make; production; prepare; build	general
昨	サク	yesterday; previous	general
差	サ ・ さす ・ さし	distinction; difference; variation; discrepancy; margin; balance	general
査	サ	investigate	general
再	サイ ・ サ ・ ふたたび	again; twice; second time	general
最	サイ ・ シュ ・ もっとも ・ つま	utmost; most; extreme	general
歳	サイ ・ セイ ・ とし ・ とせ ・ よわい	year-end; age; occasion; opportunity	general
済	サイ ・ セイ ・ すむ ・ -ずみ ・ -ずみ ・ すまない ・ すます ・ -すます ・ すくう ・ なす ・ わたし ・ わたる	finish; come to an end; excusable; need not	general
行	コウ ・ ギョウ ・ アン ・ いく ・ ゆく ・ -ゆき ・ -ゆき ・ -いき ・ -いき ・ おこなう ・ おこなう	going; journey	general
高	コウ ・ たかい ・ たか ・ -だか ・ たかまる ・ たかめる	tall; high; expensive	general
合	ゴウ ・ ガッ ・ カッ ・ あう ・ -あう ・ あい ・ あい- ・ -あい ・ -あい ・ あわす ・ あわせる ・ -あわせる	fit; suit; join; 0.1	general
告	コク ・ つげる	revelation; tell; inform; announce	general
国	コク ・ くに	country	general
今	コン ・ キン ・ いま	now	general
佐	サ	assistant; help	general
校	コウ ・ キョウ	exam; school; printing; proof; correction	general
構	コウ ・ かまえる ・ かまう	posture; build; pretend	general
港	コウ ・ みなと	harbor	general
考	コウ ・ かんがえる ・ かんがえ	consider; think over	general
公	コウ ・ ク ・ おおやけ	public; prince; official; governmental	general
