辞	ジ ・ やめる ・ いなむ	resign; word; term; expression	general
鹿	ロク ・ しか ・ か	deer	general
執	シツ ・ シュウ ・ とる	tenacious; take hold; grasp; take to heart	general
室	シツ ・ むろ	room; apartment; chamber; greenhouse; cellar	general
誌	シ	document; records	general
似	ジ ・ にる ・ ひる	becoming; resemble; counterfeit; imitate; suitable	general
児	ジ ・ ニ ・ ゲイ ・ こ ・ -こ ・ -っこ	newborn babe; child; young of animals	general
寺	ジ ・ てら	Buddhist temple	general
紙	シ ・ かみ	paper	general
至	シ ・ いたる	climax; arrive; proceed; reach; attain; result in	general
史	シ	history; chronicle	general
士	シ	gentleman; samurai; samurai radical (no. 33)	general
師	シ ・ ス ・ もろもろ ・ ならう	expert; teacher; master; model; exemplar; army (incl. counter); war	general
志	シ ・ シリング ・ こころざす ・ こころざし	intention; plan; resolve; aspire; motive; hopes; shilling	general
散	サン ・ ちる ・ ちらす ・ -ちらす ・ ちらかす ・ ちらかる ・ ばら	scatter; disperse; spend; squander	general
賛	サン ・ たすける ・ たたえる	approve; praise; title or inscription on picture; assist; agree with	general
司	シ ・ つかさどる	director; official; govt office; rule; administer	general
札	サツ ・ ふだ	tag; paper money; counter for bonds; placard; bid	general
殺	サツ ・ サイ ・ セツ ・ ころす ・ -ごろし ・ そぐ	kill; murder; butcher; slice off; split; diminish; reduce; spoil	general
雑	ザツ ・ ゾウ ・ まじえる ・ まじる	miscellaneous	general
細	サイ ・ ほそい ・ ほそる ・ こまか ・ こまかい	dainty; get thin; taper; slender; narrow	general
載	サイ ・ のせる ・ のる	ride; board; get on; place; spread; 10**44	general
材	ザイ	lumber; log; timber; wood; talent	general
罪	ザイ ・ つみ	guilt; sin; crime; fault; blame; offense	general
坂	ハン ・ さか	slope; incline; hill	general
阪	ハン ・ さか	heights; slope	general
崎	キ ・ さき ・ さい ・ みさき	promontory; cape; spit	general
埼	キ ・ さき ・ さい ・ みさき	cape; spit; promontory	general
削	サク ・ けずる ・ はつる ・ そぐ	plane; sharpen; whittle; pare	general
左	サ ・ シャ ・ ひだり	left	general
座	ザ ・ すわる	squat; seat; cushion; gathering; sit	general
債	サイ	bond; loan; debt	general
催	サイ ・ もようす ・ もよおす	sponsor; hold (a meeting); give (a dinner)	general
妻	サイ ・ つま	wife; spouse	general
採	サイ ・ とる	pick; take; fetch; take up	general
災	サイ ・ わざわい	disaster; calamity; woe; curse; evil	general
講	コウ	lecture; club; association	general
貢	コウ ・ ク ・ みつぐ	tribute; support; finance	general
購	コウ	subscription; buy	general
降	コウ ・ ゴ ・ おりる ・ おろす ・ ふる ・ ふり ・ くだる ・ くだす	descend; precipitate; fall; surrender	general
項	コウ ・ うなじ	paragraph; nape of neck; clause; item; term (expression)	general
香	コウ ・ キョウ ・ か ・ かおり ・ かおる	incense; smell; perfume	general
号	ゴウ ・ さけぶ ・ よびな	nickname; number; item; title; pseudonym; name; call	general
刻	コク ・ きざむ ・ きざみ	engrave; cut fine; chop; hash; mince; time; carving	general
黒	コク ・ くろ ・ くろずむ ・ くろい	black	general
骨	コツ ・ ほね	skeleton; bone; remains; frame	general
込	-こむ ・ こむ ・ こみ ・ -こみ ・ こめる	crowded; mixture; in bulk; included; (kokuji)	general
困	コン ・ こまる	quandary; become distressed; annoyed	general
婚	コン	marriage	general
