count;word;hiragana;meaning;jlpt level
946;工場;こうじょう;4
947;校長;こうちょう;4
948;交通;こうつう;4
949;高等学校;こうとうがっこう;4
950;講堂;こうどう;4
951;国際;こくさい;4
952;心;こころ;4
953;故障;こしょう;4
954;答え;こたえ;4
955;小鳥;ことり;4
956;この間;このあいだ;4
957;この頃;このごろ;4
958;細かい;こまかい;4
959;込む;こむ;4
960;米;こめ;4
961;此れから;これから;4
962;怖い;こわい;4
963;怖がる;こわがる;4
964;壊す;こわす;4
965;壊れる;こわれる;4
966;コンサート;こんさーと;4
967;今度;こんど;4
968;今夜;こんや;4
969;コーヒー;こーひー;4
970;御;ご;4
971;御座います;ございます;4
972;ご存じ;ごぞんじ;4
973;ご馳走;ごちそう;4
974;塵;ごみ;4
975;ご覧になる;ごらんになる;4
976;最近;さいきん;4
977;最後;さいご;4
978;最初;さいしょ;4
979;坂;さか;4
980;盛ん;さかん;4
981;探す;さがす;4
982;下げる;さげる;4
983;差し上げる;さしあげる;4
984;さっき;さっき;4
985;寂しい;さびしい;4
986;寂しがる;さびしがる;4
987;様;さま;4
988;再来週;さらいしゅう;4
989;騒ぐ;さわぐ;4
990;触る;さわる;4
991;産業;さんぎょう;4
992;サンダル;さんだる;4
993;サンドイッチ;さんどいっち;4
994;残念;ざんねん;4
995;市;し;4
996;試合;しあい;4
997;仕方;しかた;4
998;試験;しけん;4
999;下着;したぎ;4
1000;支度;したく;4
1001;確り;しっかり;4
1002;失敗;しっぱい;4
1003;失礼;しつれい;4
1004;品物;しなもの;4
1005;暫く;しばらく;4
1006;島;しま;4
1007;仕舞う;しまう;4
1008;市民;しみん;4
1009;社会;しゃかい;4
1010;社長;しゃちょう;4
1011;習慣;しゅうかん;4
1012;出発;しゅっぱつ;4
1013;趣味;しゅみ;4
1014;紹介;しょうかい;4
1015;小学校;しょうがっこう;4
1016;正月;しょうがつ;4
1017;小説;しょうせつ;4
1018;招待;しょうたい;4
1019;承知;しょうち;4
1020;少年;しょうねん;4
1021;将来;しょうらい;4
1022;食事;しょくじ;4
1023;食料品;しょくりょうひん;4
1024;知らせる;しらせる;4
1025;調べる;しらべる;4
1026;親切;しんせつ;4
1027;心配;しんぱい;4
1028;新聞社;しんぶんしゃ;4
1029;字;じ;4
1030;事故;じこ;4
1031;地震;じしん;4
1032;時代;じだい;4
1033;辞典;じてん;4
1034;事務所;じむしょ;4
1035;邪魔;じゃま;4
1036;ジャム;じゃむ;4
1037;住所;じゅうしょ;4
1038;柔道;じゅうどう;4
1039;十分;じゅうぶん;4
1040;準備;じゅんび;4
1041;自由;じゆう;4
1042;女性;じょせい;4
1043;人口;じんこう;4
1044;神社;じんじゃ;4
1045;水泳;すいえい;4
1046;水道;すいどう;4
1047;数学;すうがく;4
1048;過ぎる;すぎる;4
1049;好く;すく;4
1050;凄い;すごい;4
1051;進む;すすむ;4
1052;すっかり;すっかり;4
1053;捨てる;すてる;4
1054;ステレオ;すてれお;4
1055;砂;すな;4
1056;素晴らしい;すばらしい;4
1057;全て;すべて;4
1058;滑る;すべる;4
1059;隅;すみ;4
1060;済む;すむ;4
1061;掏摸;すり;4
1062;スーツケース;すーつけーす;4
1063;随分;ずいぶん;4
1064;背;せ;4
1065;製;せい;4
1066;生活;せいかつ;4
1067;政治;せいじ;4
1068;西洋;せいよう;4
1069;世界;せかい;4
1070;席;せき;4
1071;説明;せつめい;4
1072;背中;せなか;4
1073;背の低い;せのひくい;4
1074;世話;せわ;4
1075;線;せん;4
1076;戦争;せんそう;4
1077;先輩;せんぱい;4
1078;専門;せんもん;4
1079;是非;ぜひ;4
1080;全然;ぜんぜん;4
1081;然うして;そうして;4
1082;相談;そうだん;4
1083;育てる;そだてる;4
1084;卒業;そつぎょう;4
1085;祖父;そふ;4
1086;祖母;そぼ;4
1087;其れで;それで;4
1088;其れに;それに;4
1089;其れ程;それほど;4
1090;そろそろ;そろそろ;4
1091;台風;たいふう;4
1092;タイプ;たいぷ;4
1093;倒れる;たおれる;4
1094;集る;たかる;4
1095;確か;たしか;4
1096;足す;たす;4
1097;尋ねる;たずねる;4
1098;訪ねる;たずねる;4
1099;畳;たたみ;4
1100;正しい;ただしい;4
1101;建てる;たてる;4
1102;立てる;たてる;4
1103;例えば;たとえば;4
1104;棚;たな;4
1105;楽しみ;たのしみ;4
1106;楽しむ;たのしむ;4
1107;偶に;たまに;4
1108;為;ため;4
1109;足りる;たりる;4
1110;代;だい;4
1111;大学生;だいがくせい;4
1112;大事;だいじ;4
1113;大体;だいたい;4
1114;大分;だいぶ;4
1115;だから;だから;4
1116;駄目;だめ;4
1117;誰も;だれも;4
1118;だろう;だろう;4
1119;男性;だんせい;4
1120;暖房;だんぼう;4
1121;血;ち;4
1122;力;ちから;4
