Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
10159,51043,鐃,,,,,,0,,5017,6401,,5017,yes,,,,,,
10160,57435,龞,,,,,,0,,,11419,,0,yes,,,,,,
10161,57436,痎,,,,,,0,,,11420,,0,yes,,,,,,
10162,51085,浣,,,,,,0,2861,5061,3498,,7922,yes,,,,,,
10163,57437,頦,,,,,,0,,,11421,,0,yes,,,,,,
10164,57438,顨,,,,,,0,,,11422,,0,yes,,,,,,
10165,57439,顷,,,,,,0,,,11423,,0,yes,,,,,,
10166,51207,荐,,,,,,0,,5190,6233,,5190,yes,,,,,,
10167,57440,顸,,,,,,0,,,11424,,0,yes,,,,,,
10168,57441,颀,,,,,,0,,,11425,,0,yes,,,,,,
10169,2887,稟,salary in rice,,,,,1,3791,3689,3945,,7480,yes,,,,,,
10170,57442,颊,,,,,,0,,,11426,,0,yes,,,,,,
10171,52132,疗,,,,,,0,3168,,8258,,3168,yes,,,,,,
10172,50144,巍,,,,,,0,,4023,4237,3166,7189,yes,,,,,,
10173,57443,艏,,,,,,0,,,11427,,0,yes,,,,,,
10174,57444,湽,,,,,,0,,,11428,,0,yes,,,,,,
10175,57445,颚,,,,,,0,,,11429,,0,yes,,,,,,
10176,57446,颟,,,,,,0,,,11430,,0,yes,,,,,,
10177,57447,蜙,,,,,,0,,,11431,,0,yes,,,,,,
10178,51768,謾,,,,,,0,,5766,5665,,5766,yes,,,,,,
10179,50770,喨,,,,,,0,,4731,6700,,4731,yes,,,,,,
10180,57448,钞,,,,,,0,,,11433,,0,yes,,,,,,
10181,57449,颿,,,,,,0,,,11434,,0,yes,,,,,,
10182,57450,飏,,,,,,0,,,11435,,0,yes,,,,,,
10183,57451,飒,,,,,,0,,,11436,,0,yes,,,,,,
10184,57452,丷,,,,,,0,,,11437,,0,yes,,,,,,
10185,57453,覵,,,,,,0,,,11438,,0,yes,,,,,,
10186,57454,飧,,,,,,0,,,11439,,0,yes,,,,,,
10187,51572,峩,,,,,,0,,5567,5872,,5567,yes,,,,,,
10188,57455,餑,,,,,,0,,,11440,,0,yes,,,,,,
10189,57456,餚,,,,,,0,,,11441,,0,yes,,,,,,
10190,51139,鶲,,,,,,0,,5116,6325,,5116,yes,,,,,,
10191,57457,屼,,,,,,0,,,11442,,0,yes,,,,,,
10192,52352,养,,,,,,0,4303,,7140,,4303,yes,,,,,,
10193,57458,餿,,,,,,0,,,11444,,0,yes,,,,,,
10194,57459,镯,,,,,,0,,,11445,,0,yes,,,,,,
10195,57460,饞,,,,,,0,,,11446,,0,yes,,,,,,
10196,51920,乕,,,,,,0,,5923,5523,,5923,yes,,,,,,
10197,51789,冩,,,,,,0,,5788,5658,,5788,yes,,,,,,
10198,49699,飩,,,,,,0,2916,3448,5082,,6364,yes,,,,,,
10199,51415,韵,,,,,,0,,5403,6044,,5403,yes,,,,,,
10200,57461,曛,,,,,,0,,,11448,,0,yes,,,,,,
10201,57462,饪,,,,,,0,,,11450,,0,yes,,,,,,
10202,57463,饲,,,,,,0,,,11451,,0,yes,,,,,,
10203,51985,阡,,,,,,0,,5989,5462,,5989,yes,,,,,,
10204,57464,饴,,,,,,0,,,11452,,0,yes,,,,,,
10205,57465,饵,,,,,,0,,,11453,,0,yes,,,,,,
10206,57466,莾,,,,,,0,,,11454,,0,yes,,,,,,
10207,51590,繧,,,,,,0,,5585,5869,,5585,yes,,,,,,
10208,50907,蛹,,,,,,0,3133,4877,3444,,8010,yes,,,,,,
10209,57467,蠦,,,,,,0,,,11455,,0,yes,,,,,,
10210,51958,愨,,,,,,0,,5961,5494,,5961,yes,,,,,,
10211,50694,麪,,,,,,0,,4650,6805,,4650,yes,,,,,,
10212,57468,瑇,,,,,,0,,,11456,,0,yes,,,,,,
10213,57469,馔,,,,,,0,,,11458,,0,yes,,,,,,
10214,57470,喿,,,,,,0,,,11459,,0,yes,,,,,,
10215,3021,勳,meritorious deed,,,,,1,,4289,3672,3498,7787,yes,,,,,,
10216,57471,馞,,,,,,0,,,11460,,0,yes,,,,,,
10217,51940,苴,,,,,,0,,5943,5517,,5943,yes,,,,,,
10218,57472,馧,,,,,,0,,,11461,,0,yes,,,,,,
10219,57473,乺,,,,,,0,,,11462,,0,yes,,,,,,
10220,50368,詑,,,,,,0,,4285,7177,,4285,yes,,,,,,
10221,57474,巪,,,,,,0,,,11463,,0,yes,,,,,,
10222,57475,駞,,,,,,0,,,11464,,0,yes,,,,,,
10223,51093,瀦,,,,,,0,,5069,6395,,5069,yes,,,,,,
10224,57476,駧,,,,,,0,,,11465,,0,yes,,,,,,
10225,52305,嘅,,,,,,0,4166,,7299,,4166,yes,,,,,,
10226,57477,乤,,,,,,0,,,11466,,0,yes,,,,,,
10227,57478,駬,,,,,,0,,,11467,,0,yes,,,,,,
10228,57479,駹,,,,,,0,,,11468,,0,yes,,,,,,
10229,57480,騂,,,,,,0,,,11469,,0,yes,,,,,,
10230,57481,騃,,,,,,0,,,11470,,0,yes,,,,,,
10231,57482,哛,,,,,,0,,,11471,,0,yes,,,,,,
10232,57483,驯,,,,,,0,,,11472,,0,yes,,,,,,
10233,57484,鷧,,,,,,0,,,11473,,0,yes,,,,,,
10234,52337,墙,,,,,,0,4268,,7205,,4268,yes,,,,,,
10235,57485,驳,,,,,,0,,,11474,,0,yes,,,,,,
10236,50351,熨,,,,,,0,,4267,3806,3401,7668,yes,,,,,,
10237,57486,驸,,,,,,0,,,11475,,0,yes,,,,,,
10238,51652,麋,,,,,,0,,5648,5827,,5648,yes,,,,,,
10239,57487,唃,,,,,,0,,,11476,,0,yes,,,,,,
10240,57488,虠,,,,,,0,,,11477,,0,yes,,,,,,
10241,57489,鴴,,,,,,0,,,11478,,0,yes,,,,,,
10242,50280,榾,,,,,,0,,4181,7297,,4181,yes,,,,,,
10243,57490,鵶,,,,,,0,,,11479,,0,yes,,,,,,
10244,57491,遟,,,,,,0,,,11480,,0,yes,,,,,,
10245,57492,骈,,,,,,0,,,11481,,0,yes,,,,,,
10246,50847,凾,,,,,,0,,4813,6668,,4813,yes,,,,,,
10247,50364,鍍,,,,,,0,,4281,4084,3116,7397,yes,,,,,,
10248,57493,砾,,,,,,0,,,11483,,0,yes,,,,,,
10249,57494,骘,,,,,,0,,,11484,,0,yes,,,,,,
10250,50844,膩,,,,,,0,,4810,6674,,4810,yes,,,,,,
10251,57495,鞗,,,,,,0,,,11485,,0,yes,,,,,,
10252,57496,骧,,,,,,0,,,11486,,0,yes,,,,,,
10253,50790,魎,,,,,,0,3415,4753,3318,,8168,yes,,,,,,
10254,50002,鰊,,,,,,0,3254,3854,4378,,7108,yes,,,,,,
10255,57497,誏,,,,,,0,,,11487,,0,yes,,,,,,
10256,57498,呇,,,,,,0,,,11488,,0,yes,,,,,,
10257,57499,崬,,,,,,0,,,11489,,0,yes,,,,,,
10258,57500,髒,,,,,,0,,,11490,,0,yes,,,,,,
10259,57501,堚,,,,,,0,,,11491,,0,yes,,,,,,
10260,57502,髺,,,,,,0,,,11492,,0,yes,,,,,,
10261,57503,菛,,,,,,0,,,11493,,0,yes,,,,,,
10262,57504,鬏,,,,,,0,,,11494,,0,yes,,,,,,
10263,50249,蒟,,,,,,0,2631,4144,4719,,6775,yes,,,,,,
10264,57505,鬷,,,,,,0,,,11495,,0,yes,,,,,,
10265,49672,厠,,,,,,0,3445,3407,4643,,6852,yes,,,,,,
10266,57506,皥,,,,,,0,,,11496,,0,yes,,,,,,
10267,57507,怚,,,,,,0,,,11497,,0,yes,,,,,,
10268,57508,魬,,,,,,0,,,11498,,0,yes,,,,,,
10269,57509,梂,,,,,,0,,,11499,,0,yes,,,,,,
10270,57510,屙,,,,,,0,,,11500,,0,yes,,,,,,
10271,49958,輦,,,,,,0,,3797,4383,3320,7117,yes,,,,,,
10272,57511,餈,,,,,,0,,,11501,,0,yes,,,,,,
10273,57512,絀,,,,,,0,,,11503,,0,yes,,,,,,
10274,52364,谁,,,,,,0,4365,,7138,,4365,yes,,,,,,
10275,57513,祄,,,,,,0,,,11504,,0,yes,,,,,,
10276,51642,鶇,,,,,,0,,5638,5866,,5638,yes,,,,,,
10277,57514,泞,,,,,,0,,,11505,,0,yes,,,,,,
10278,57515,鯳,,,,,,0,,,11506,,0,yes,,,,,,
10279,57516,鰖,,,,,,0,,,11507,,0,yes,,,,,,
10280,51909,瀁,,,,,,0,,5911,5596,,5911,yes,,,,,,
10281,50183,婪,,,,,,0,,4067,7440,,4067,yes,,,,,,
10282,57517,蒧,,,,,,0,,,11508,,0,yes,,,,,,
10283,50886,蕁,,,,,,0,2252,4854,4402,,7106,yes,,,,,,
10284,57518,盹,,,,,,0,,,11509,,0,yes,,,,,,
10285,57519,鱃,,,,,,0,,,11510,,0,yes,,,,,,
10286,57520,鱄,,,,,,0,,,11511,,0,yes,,,,,,
10287,57521,鴽,,,,,,0,,,11512,,0,yes,,,,,,
10288,57522,鱤,,,,,,0,,,11513,,0,yes,,,,,,
10289,57523,鲂,,,,,,0,,,11514,,0,yes,,,,,,
10290,51323,裄,,,,,,0,,5310,6204,,5310,yes,,,,,,
10291,2876,獸,beast,,,,,1,3923,3194,4397,,7117,yes,,,,,,
10292,57524,鲃,,,,,,0,,,11515,,0,yes,,,,,,
10293,57525,鲈,,,,,,0,,,11516,,0,yes,,,,,,
10294,57526,鲙,,,,,,0,,,11517,,0,yes,,,,,,
10295,50494,个,,,,,,0,2693,4425,4399,,7118,yes,,,,,,
10296,57527,啲,,,,,,0,,,11518,,0,yes,,,,,,
10297,49653,梃,,,,,,0,3664,3378,4476,,7042,yes,,,,,,
10298,57528,鲠,,,,,,0,,,11519,,0,yes,,,,,,
10299,57529,鲢,,,,,,0,,,11520,,0,yes,,,,,,
10300,57530,鲦,,,,,,0,,,11521,,0,yes,,,,,,
10301,57531,嗌,,,,,,0,,,11522,,0,yes,,,,,,
10302,50903,荅,,,,,,0,,4873,6649,,4873,yes,,,,,,
10303,57532,鲪,,,,,,0,,,11523,,0,yes,,,,,,
10304,57533,挍,,,,,,0,,,11524,,0,yes,,,,,,
10305,57534,襆,,,,,,0,,,11525,,0,yes,,,,,,
10306,57535,柂,,,,,,0,,,11526,,0,yes,,,,,,
10307,57536,鳀,,,,,,0,,,11527,,0,yes,,,,,,
10308,57537,昷,,,,,,0,,,11528,,0,yes,,,,,,
10309,57538,鳍,,,,,,0,,,11529,,0,yes,,,,,,
10310,50157,壻,,,,,,0,,4038,7491,,4038,yes,,,,,,
10311,57539,鳐,,,,,,0,,,11530,,0,yes,,,,,,
10312,57540,醃,,,,,,0,,,11531,,0,yes,,,,,,
10313,49291,蹲,,,,,,0,3661,2742,5128,,6403,yes,,,,,,
10314,2641,詢,consult with,,,,1,1,3343,4739,3450,,8082,yes,,,,,,
10315,57541,鳚,,,,,,0,,,11532,,0,yes,,,,,,
10316,57542,鳛,,,,,,0,,,11533,,0,yes,,,,,,
10317,50718,魍,,,,,,0,3414,4676,3443,,8090,yes,,,,,,
10318,57543,绊,,,,,,0,,,11534,,0,yes,,,,,,
10319,57544,輂,,,,,,0,,,11535,,0,yes,,,,,,
10320,50936,獗,,,,,,0,,4907,6628,,4907,yes,,,,,,
10321,57545,窬,,,,,,0,,,11537,,0,yes,,,,,,
10322,57546,丮,,,,,,0,,,11538,,0,yes,,,,,,
10323,57547,鵢,,,,,,0,,,11539,,0,yes,,,,,,
10324,57548,鵪,,,,,,0,,,11540,,0,yes,,,,,,
10325,57549,鵫,,,,,,0,,,11541,,0,yes,,,,,,
10326,57550,鶃,,,,,,0,,,11542,,0,yes,,,,,,
10327,57551,碲,,,,,,0,,,11543,,0,yes,,,,,,
10328,50578,鈕,,,,,,0,,4526,4550,2467,6993,yes,,,,,,
10329,57552,駲,,,,,,0,,,11544,,0,yes,,,,,,
10330,51550,皴,,,,,,0,,5544,6000,,5544,yes,,,,,,
10331,50388,韆,,,,,,0,,4306,7238,,4306,yes,,,,,,
10332,57553,鷚,,,,,,0,,,11545,,0,yes,,,,,,
10333,57554,鷩,,,,,,0,,,11546,,0,yes,,,,,,
10334,57555,鷰,,,,,,0,,,11547,,0,yes,,,,,,
10335,57556,鷿,,,,,,0,,,11548,,0,yes,,,,,,
10336,57557,鸃,,,,,,0,,,11549,,0,yes,,,,,,
10337,57558,暃,,,,,,0,,,11550,,0,yes,,,,,,
10338,49728,髴,,,,,,0,4178,3495,3878,,7673,yes,,,,,,
10339,57559,墸,,,,,,0,,,11552,,0,yes,,,,,,
10340,57560,靤,,,,,,0,,,11553,,0,yes,,,,,,
10341,57561,涒,,,,,,0,,,11554,,0,yes,,,,,,
10342,57562,颦,,,,,,0,,,11555,,0,yes,,,,,,
10343,57563,鸩,,,,,,0,,,11556,,0,yes,,,,,,
10344,57564,鸫,,,,,,0,,,11557,,0,yes,,,,,,
10345,50837,虧,,,,,,0,,4802,6755,,4802,yes,,,,,,
10346,57565,裰,,,,,,0,,,11558,,0,yes,,,,,,
10347,57566,堟,,,,,,0,,,11559,,0,yes,,,,,,
10348,57567,鸲,,,,,,0,,,11560,,0,yes,,,,,,
10349,57568,猻,,,,,,0,,,11561,,0,yes,,,,,,
10350,49736,髣,,,,,,0,4177,3505,3879,,7682,yes,,,,,,
10351,57569,鸾,,,,,,0,,,11562,,0,yes,,,,,,
10352,51282,玳,,,,,,0,,5268,6294,,5268,yes,,,,,,
10353,57570,剐,,,,,,0,,,11563,,0,yes,,,,,,
10354,57571,兣,,,,,,0,,,11564,,0,yes,,,,,,
10355,52407,卐,,,,,,0,4461,,7103,,4461,yes,,,,,,
10356,50270,欹,,,,,,0,,4169,7395,,4169,yes,,,,,,
10357,57572,兡,,,,,,0,,,11565,,0,yes,,,,,,
10358,57573,兝,,,,,,0,,,11566,,0,yes,,,,,,
10359,57574,兞,,,,,,0,,,11567,,0,yes,,,,,,
10360,57575,兛,,,,,,0,,,11568,,0,yes,,,,,,
10361,57576,兙,,,,,,0,,,11569,,0,yes,,,,,,
10362,57577,粆,,,,,,0,,,11570,,0,yes,,,,,,
10363,57578,矦,,,,,,0,,,11571,,0,yes,,,,,,
10364,57579,蠋,,,,,,0,,,11572,,0,yes,,,,,,
10365,51318,髀,,,,,,0,,5305,6267,,5305,yes,,,,,,
10366,50854,磴,,,,,,0,,4820,6752,,4820,yes,,,,,,
10367,57580,柙,,,,,,0,,,11573,,0,yes,,,,,,
10368,57581,簳,,,,,,0,,,11574,,0,yes,,,,,,
10369,50970,醵,,,,,,0,,4942,6632,,4942,yes,,,,,,
10370,57582,紒,,,,,,0,,,11575,,0,yes,,,,,,
10371,57583,剉,,,,,,0,,,11576,,0,yes,,,,,,
10372,57584,甝,,,,,,0,,,11577,,0,yes,,,,,,
10373,51004,殃,,,,,,0,,4977,6600,,4977,yes,,,,,,
10374,57585,膰,,,,,,0,,,11578,,0,yes,,,,,,
10375,51534,虍,,,,,,0,,5527,6051,,5527,yes,,,,,,
10376,57586,麚,,,,,,0,,,11579,,0,yes,,,,,,
10377,50893,藕,,,,,,0,,4862,6717,,4862,yes,,,,,,
10378,50692,寳,,,,,,0,3268,4648,3663,,7916,yes,,,,,,
10379,57587,飨,,,,,,0,,,11580,,0,yes,,,,,,
10380,51565,蹼,,,,,,0,,5560,6020,,5560,yes,,,,,,
10381,57588,黉,,,,,,0,,,11581,,0,yes,,,,,,
10382,57589,傩,,,,,,0,,,11582,,0,yes,,,,,,
10383,57590,鼁,,,,,,0,,,11583,,0,yes,,,,,,
10384,57591,鼃,,,,,,0,,,11584,,0,yes,,,,,,
10385,52359,樁,,,,,,0,4352,,7232,,4352,yes,,,,,,
10386,57592,鼑,,,,,,0,,,11585,,0,yes,,,,,,
10387,57593,狈,,,,,,0,,,11586,,0,yes,,,,,,
10388,50385,諍,,,,,,0,3735,4303,3548,,8038,yes,,,,,,
10389,57594,鼹,,,,,,0,,,11587,,0,yes,,,,,,
10390,50191,靨,,,,,,0,,4076,7511,,4076,yes,,,,,,
10391,57595,齇,,,,,,0,,,11588,,0,yes,,,,,,
10392,57596,詘,,,,,,0,,,11589,,0,yes,,,,,,
10393,57597,筚,,,,,,0,,,11591,,0,yes,,,,,,
10394,57598,怅,,,,,,0,,,11592,,0,yes,,,,,,
10395,57599,瑴,,,,,,0,,,11593,,0,yes,,,,,,
10396,57600,抿,,,,,,0,,,11594,,0,yes,,,,,,
10397,49316,赭,,,,,,0,3751,2797,5046,,6548,yes,,,,,,
10398,57601,瑸,,,,,,0,,,11595,,0,yes,,,,,,
10399,57602,瑿,,,,,,0,,,11596,,0,yes,,,,,,
10400,50541,鄰,,,,,,0,,4484,3513,3599,8083,yes,,,,,,
10401,57603,拃,,,,,,0,,,11597,,0,yes,,,,,,
10402,51143,呱,,,,,,0,,5120,6477,,5120,yes,,,,,,
10403,57604,璎,,,,,,0,,,11598,,0,yes,,,,,,
10404,51754,粃,,,,,,0,,5752,5846,,5752,yes,,,,,,
10405,57605,璛,,,,,,0,,,11599,,0,yes,,,,,,
10406,57606,垉,,,,,,0,,,11600,,0,yes,,,,,,
10407,51918,耙,,,,,,0,,5921,5679,,5921,yes,,,,,,
10408,51100,艤,,,,,,0,3346,5076,3178,,8422,yes,,,,,,
10409,57607,叅,,,,,,0,,,11601,,0,yes,,,,,,
10410,57608,璱,,,,,,0,,,11602,,0,yes,,,,,,
10411,57609,厾,,,,,,0,,,11603,,0,yes,,,,,,
10412,51268,痞,,,,,,0,,5253,6350,,5253,yes,,,,,,
10413,57610,瓆,,,,,,0,,,11604,,0,yes,,,,,,
10414,57611,瓒,,,,,,0,,,11605,,0,yes,,,,,,
10415,57612,垆,,,,,,0,,,11606,,0,yes,,,,,,
10416,57613,瓙,,,,,,0,,,11607,,0,yes,,,,,,
10417,49726,棕,,,,,,0,4035,3492,4080,,7527,yes,,,,,,
10418,57614,壿,,,,,,0,,,11608,,0,yes,,,,,,
10419,57615,瓡,,,,,,0,,,11609,,0,yes,,,,,,
10420,51408,覬,,,,,,0,,5395,6214,,5395,yes,,,,,,
10421,50762,糶,,,,,,0,,4723,6886,,4723,yes,,,,,,
10422,57616,拢,,,,,,0,,,11610,,0,yes,,,,,,
10423,50291,萃,,,,,,0,3233,4196,4181,,7429,yes,,,,,,
10424,57617,瓻,,,,,,0,,,11611,,0,yes,,,,,,
10425,57618,甏,,,,,,0,,,11612,,0,yes,,,,,,
10426,49562,恃,,,,,,0,,3247,4965,3400,6647,yes,,,,,,
10427,57619,厸,,,,,,0,,,11613,,0,yes,,,,,,
10428,57620,拣,,,,,,0,,,11614,,0,yes,,,,,,
10429,57621,甛,,,,,,0,,,11615,,0,yes,,,,,,
10430,57622,厷,,,,,,0,,,11616,,0,yes,,,,,,
10431,57623,拤,,,,,,0,,,11617,,0,yes,,,,,,
10432,57624,厵,,,,,,0,,,11618,,0,yes,,,,,,
10433,57625,甿,,,,,,0,,,11619,,0,yes,,,,,,
10434,50866,迯,,,,,,0,,4833,6786,,4833,yes,,,,,,
10435,50276,蜆,,,,,,0,3099,4176,4344,,7275,yes,,,,,,
10436,57626,畃,,,,,,0,,,11620,,0,yes,,,,,,
10437,57627,厣,,,,,,0,,,11621,,0,yes,,,,,,
10438,49998,薊,,,,,,0,4078,3850,3693,,7928,yes,,,,,,
10439,57628,拧,,,,,,0,,,11622,,0,yes,,,,,,
10440,57629,疖,,,,,,0,,,11623,,0,yes,,,,,,
10441,51131,榲,,,,,,0,,5107,6516,,5107,yes,,,,,,
10442,57630,疟,,,,,,0,,,11624,,0,yes,,,,,,
10443,49556,龜,,,,,,0,4207,3239,4178,,7446,yes,,,,,,
10444,57631,疠,,,,,,0,,,11625,,0,yes,,,,,,
10445,57632,疡,,,,,,0,,,11626,,0,yes,,,,,,
10446,57633,疬,,,,,,0,,,11627,,0,yes,,,,,,
10447,50392,鈿,,,,,,0,,4316,3694,3617,7933,yes,,,,,,
10448,1434,朕,majestic plural,10,10,,1,0,4146,3575,3907,,7721,yes,,,,,,
10449,57634,疭,,,,,,0,,,11628,,0,yes,,,,,,
10450,57635,疮,,,,,,0,,,11629,,0,yes,,,,,,
10451,49989,緘,,,,,,0,3544,3837,4248,,7381,yes,,,,,,
10452,2778,鍊,smelt metals,,,,,1,4230,,7399,,4230,yes,,,,,,
10453,57636,妋,,,,,,0,,,11630,,0,yes,,,,,,
10454,57637,痄,,,,,,0,,,11631,,0,yes,,,,,,
10455,57638,峏,,,,,,0,,,11632,,0,yes,,,,,,
10456,57639,痈,,,,,,0,,,11633,,0,yes,,,,,,
10457,57640,痉,,,,,,0,,,11634,,0,yes,,,,,,
10458,57641,痓,,,,,,0,,,11635,,0,yes,,,,,,
10459,57642,痦,,,,,,0,,,11636,,0,yes,,,,,,
10460,57643,痨,,,,,,0,,,11637,,0,yes,,,,,,
10461,57644,痪,,,,,,0,,,11638,,0,yes,,,,,,
10462,57645,痫,,,,,,0,,,11639,,0,yes,,,,,,
10463,2308,鄒,place name,,,2006,,0,,4930,3556,3154,8084,yes,,,,,,
10464,57646,痱,,,,,,0,,,11640,,0,yes,,,,,,
10465,57647,拫,,,,,,0,,,11641,,0,yes,,,,,,
10466,57648,瘃,,,,,,0,,,11642,,0,yes,,,,,,
10467,51012,蠹,,,,,,0,,4985,6657,,4985,yes,,,,,,
10468,57649,瘅,,,,,,0,,,11643,,0,yes,,,,,,
10469,57650,瘆,,,,,,0,,,11644,,0,yes,,,,,,
10470,2874,狹,narrow,,,,,1,3917,2697,5030,,6614,yes,,,,,,
10471,57651,厍,,,,,,0,,,11645,,0,yes,,,,,,
10472,50116,賺,,,,,,0,,3990,7655,,3990,yes,,,,,,
10473,57652,瘊,,,,,,0,,,11647,,0,yes,,,,,,
10474,52064,釟,,,,,,0,,6069,5578,,6069,yes,,,,,,
10475,57653,瘌,,,,,,0,,,11648,,0,yes,,,,,,
10476,52466,苙,,,,,,0,,,8035,3613,3613,yes,,,,,,
10477,57654,瘐,,,,,,0,,,11649,,0,yes,,,,,,
10478,51813,鼡,,,,,,0,,5812,5837,,5812,yes,,,,,,
10479,57655,瘗,,,,,,0,,,11650,,0,yes,,,,,,
10480,57656,瘘,,,,,,0,,,11651,,0,yes,,,,,,
10481,57657,瘛,,,,,,0,,,11652,,0,yes,,,,,,
10482,57658,瘥,,,,,,0,,,11653,,0,yes,,,,,,
10483,57659,瘪,,,,,,0,,,11654,,0,yes,,,,,,
10484,57660,瘫,,,,,,0,,,11655,,0,yes,,,,,,
10485,57661,瘼,,,,,,0,,,11656,,0,yes,,,,,,
10486,57662,拴,,,,,,0,,,11657,,0,yes,,,,,,
10487,51265,薤,,,,,,0,,5250,6407,,5250,yes,,,,,,
10488,57663,瘿,,,,,,0,,,11658,,0,yes,,,,,,
10489,57664,癍,,,,,,0,,,11659,,0,yes,,,,,,
10490,51338,夂,,,,,,0,,5325,6334,,5325,yes,,,,,,
10491,50595,袒,,,,,,0,,4544,7115,,4544,yes,,,,,,
10492,57665,癎,,,,,,0,,,11660,,0,yes,,,,,,
10493,57666,癔,,,,,,0,,,11661,,0,yes,,,,,,
10494,57667,挅,,,,,,0,,,11662,,0,yes,,,,,,
10495,50921,菲,,,,,,0,3340,4891,3431,,8231,yes,,,,,,
10496,57668,厀,,,,,,0,,,11663,,0,yes,,,,,,
10497,57669,癣,,,,,,0,,,11664,,0,yes,,,,,,
10498,57670,卺,,,,,,0,,,11665,,0,yes,,,,,,
10499,51884,圦,,,,,,0,,5885,5780,,5885,yes,,,,,,
10500,51071,萵,,,,,,0,,5045,6620,,5045,yes,,,,,,
10501,57671,坽,,,,,,0,,,11666,,0,yes,,,,,,
10502,57672,皑,,,,,,0,,,11667,,0,yes,,,,,,
10503,57673,皘,,,,,,0,,,11668,,0,yes,,,,,,
10504,57674,卪,,,,,,0,,,11669,,0,yes,,,,,,
10505,57675,皟,,,,,,0,,,11670,,0,yes,,,,,,
10506,57676,卥,,,,,,0,,,11671,,0,yes,,,,,,
10507,57677,挏,,,,,,0,,,11672,,0,yes,,,,,,
10508,52187,喵,,,,,,0,3672,,8000,,3672,yes,,,,,,
10509,49828,踉,,,,,,0,,3634,8038,,3634,yes,,,,,,
10510,57678,皲,,,,,,0,,,11673,,0,yes,,,,,,
10511,57679,卟,,,,,,0,,,11674,,0,yes,,,,,,
10512,57680,坺,,,,,,0,,,11675,,0,yes,,,,,,
10513,50766,楳,,,,,,0,3520,4727,3428,,8247,yes,,,,,,
10514,57681,卛,,,,,,0,,,11676,,0,yes,,,,,,
10515,52038,朏,,,,,,0,,6042,5634,,6042,yes,,,,,,
10516,50879,蓴,,,,,,0,,4846,6830,,4846,yes,,,,,,
10517,57682,盫,,,,,,0,,,11677,,0,yes,,,,,,
10518,57683,盯,,,,,,0,,,11678,,0,yes,,,,,,
10519,57684,眊,,,,,,0,,,11679,,0,yes,,,,,,
10520,57685,眍,,,,,,0,,,11680,,0,yes,,,,,,
10521,57686,眎,,,,,,0,,,11681,,0,yes,,,,,,
10522,57687,卋,,,,,,0,,,11682,,0,yes,,,,,,
10523,51629,瘟,,,,,,0,,5624,6058,,5624,yes,,,,,,
10524,57688,眘,,,,,,0,,,11683,,0,yes,,,,,,
10525,57689,卂,,,,,,0,,,11684,,0,yes,,,,,,
10526,51790,鮴,,,,,,0,,5789,5895,,5789,yes,,,,,,
10527,57690,眢,,,,,,0,,,11685,,0,yes,,,,,,
10528,57691,眨,,,,,,0,,,11686,,0,yes,,,,,,
10529,57692,眬,,,,,,0,,,11687,,0,yes,,,,,,
10530,57693,眰,,,,,,0,,,11688,,0,yes,,,,,,
10531,51962,苳,,,,,,0,,5965,5723,,5965,yes,,,,,,
10532,57694,眵,,,,,,0,,,11689,,0,yes,,,,,,
10533,57695,眶,,,,,,0,,,11690,,0,yes,,,,,,
10534,57696,睃,,,,,,0,,,11691,,0,yes,,,,,,
10535,2908,敍,express,,,,,1,,3799,4999,2893,6692,yes,,,,,,
10536,57697,匲,,,,,,0,,,11692,,0,yes,,,,,,
10537,57698,挔,,,,,,0,,,11693,,0,yes,,,,,,
10538,57699,睑,,,,,,0,,,11694,,0,yes,,,,,,
10539,52105,笵,,,,,,0,,6111,5583,,6111,yes,,,,,,
10540,57700,匮,,,,,,0,,,11695,,0,yes,,,,,,
10541,50701,槓,,,,,,0,3835,4657,3203,,8492,yes,,,,,,
10542,57701,睖,,,,,,0,,,11696,,0,yes,,,,,,
10543,51638,餝,,,,,,0,,5634,6062,,5634,yes,,,,,,
10544,2654,銑,pig iron,,,,1,0,4087,4275,3335,,8362,yes,,,,,,
10545,57702,匭,,,,,,0,,,11697,,0,yes,,,,,,
10546,57703,睬,,,,,,0,,,11698,,0,yes,,,,,,
10547,57704,瞄,,,,,,0,,,11699,,0,yes,,,,,,
10548,3019,剩,leftovers,,,,,1,,4692,7007,,4692,yes,,,,,,
10549,57705,嫕,,,,,,0,,,11700,,0,yes,,,,,,
10550,57706,瞌,,,,,,0,,,11701,,0,yes,,,,,,
10551,51682,箜,,,,,,0,,5679,6022,,5679,yes,,,,,,
10552,50584,攵,,,,,,0,,4532,7169,,4532,yes,,,,,,
10553,57707,瞍,,,,,,0,,,11702,,0,yes,,,,,,
10554,51183,鱠,,,,,,0,,5165,6537,,5165,yes,,,,,,
10555,57708,挞,,,,,,0,,,11703,,0,yes,,,,,,
10556,57709,峑,,,,,,0,,,11704,,0,yes,,,,,,
10557,57710,匦,,,,,,0,,,11705,,0,yes,,,,,,
10558,57711,瞨,,,,,,0,,,11706,,0,yes,,,,,,
10559,57712,瞪,,,,,,0,,,11707,,0,yes,,,,,,
