Order,id,kanji_name,kanji_meaning,strokes,grade,newspaper_frequency,jlpt_level,jinmeiyo,twitter_frequency,aozora_frequency,wikipedia_frequency,news_frequency,sum,missing_column,# strokes bonus,TOTAL SCORE,top 100,,top 100 bonus,Not Jouyou Penalty
10560,52408,轰,,,,,,0,4466,,7241,,4466,yes,,,,,,
10561,57713,峕,,,,,,0,,,11708,,0,yes,,,,,,
10562,57714,瞵,,,,,,0,,,11709,,0,yes,,,,,,
10563,57715,峛,,,,,,0,,,11710,,0,yes,,,,,,
10564,57716,坴,,,,,,0,,,11711,,0,yes,,,,,,
10565,57717,匘,,,,,,0,,,11712,,0,yes,,,,,,
10566,57718,矲,,,,,,0,,,11713,,0,yes,,,,,,
10567,57719,矻,,,,,,0,,,11714,,0,yes,,,,,,
10568,57720,矾,,,,,,0,,,11715,,0,yes,,,,,,
10569,57721,砈,,,,,,0,,,11716,,0,yes,,,,,,
10570,57722,砖,,,,,,0,,,11717,,0,yes,,,,,,
10571,57723,砘,,,,,,0,,,11718,,0,yes,,,,,,
10572,49711,饂,,,,,,0,2922,3464,5332,,6386,yes,,,,,,
10573,57724,挦,,,,,,0,,,11719,,0,yes,,,,,,
10574,52357,饼,,,,,,0,4334,,7385,,4334,yes,,,,,,
10575,57725,砜,,,,,,0,,,11720,,0,yes,,,,,,
10576,57726,砝,,,,,,0,,,11721,,0,yes,,,,,,
10577,49474,誂,,,,,,0,3786,3103,4832,,6889,yes,,,,,,
10578,57727,挱,,,,,,0,,,11722,,0,yes,,,,,,
10579,57728,砳,,,,,,0,,,11723,,0,yes,,,,,,
10580,57729,砹,,,,,,0,,,11724,,0,yes,,,,,,
10581,51293,槁,,,,,,0,,5279,6445,,5279,yes,,,,,,
10582,57730,砼,,,,,,0,,,11725,,0,yes,,,,,,
10583,51939,蓁,,,,,,0,,5942,5783,,5942,yes,,,,,,
10584,57731,硁,,,,,,0,,,11726,,0,yes,,,,,,
10585,57732,硌,,,,,,0,,,11727,,0,yes,,,,,,
10586,57733,硍,,,,,,0,,,11728,,0,yes,,,,,,
10587,57734,硓,,,,,,0,,,11729,,0,yes,,,,,,
10588,57735,挲,,,,,,0,,,11730,,0,yes,,,,,,
10589,57736,硗,,,,,,0,,,11731,,0,yes,,,,,,
10590,57737,勩,,,,,,0,,,11732,,0,yes,,,,,,
10591,51009,緡,,,,,,0,,4982,6750,,4982,yes,,,,,,
10592,57738,硡,,,,,,0,,,11733,,0,yes,,,,,,
10593,57739,硪,,,,,,0,,,11734,,0,yes,,,,,,
10594,57740,硭,,,,,,0,,,11735,,0,yes,,,,,,
10595,51436,夸,,,,,,0,,5424,6311,,5424,yes,,,,,,
10596,57741,硾,,,,,,0,,,11736,,0,yes,,,,,,
10597,51023,恫,,,,,,0,3079,4996,3661,,8075,yes,,,,,,
10598,57742,碔,,,,,,0,,,11737,,0,yes,,,,,,
10599,57743,碖,,,,,,0,,,11738,,0,yes,,,,,,
10600,57744,碛,,,,,,0,,,11739,,0,yes,,,,,,
10601,57745,碜,,,,,,0,,,11740,,0,yes,,,,,,
10602,57746,碝,,,,,,0,,,11741,,0,yes,,,,,,
10603,57747,坥,,,,,,0,,,11742,,0,yes,,,,,,
10604,57748,坣,,,,,,0,,,11743,,0,yes,,,,,,
10605,51743,楹,,,,,,0,,5741,6002,,5741,yes,,,,,,
10606,57749,碤,,,,,,0,,,11744,,0,yes,,,,,,
10607,57750,碫,,,,,,0,,,11745,,0,yes,,,,,,
10608,50333,譴,,,,,,0,,4248,4291,3206,7454,yes,,,,,,
10609,57751,捎,,,,,,0,,,11746,,0,yes,,,,,,
10610,57752,碹,,,,,,0,,,11747,,0,yes,,,,,,
10611,57753,磥,,,,,,0,,,11748,,0,yes,,,,,,
10612,57754,磼,,,,,,0,,,11749,,0,yes,,,,,,
10613,57755,礅,,,,,,0,,,11751,,0,yes,,,,,,
10614,57756,礆,,,,,,0,,,11752,,0,yes,,,,,,
10615,57757,礓,,,,,,0,,,11753,,0,yes,,,,,,
10616,57758,礖,,,,,,0,,,11754,,0,yes,,,,,,
10617,57759,礚,,,,,,0,,,11755,,0,yes,,,,,,
10618,57760,礜,,,,,,0,,,11756,,0,yes,,,,,,
10619,57761,礞,,,,,,0,,,11757,,0,yes,,,,,,
10620,50521,蛟,,,,,,0,3589,4458,3710,,8047,yes,,,,,,
10621,2172,剝,peel,10,10,,,0,4026,,5325,2407,6433,yes,,,,,,
10622,57762,墖,,,,,,0,,,11758,,0,yes,,,,,,
10623,57763,礧,,,,,,0,,,11759,,0,yes,,,,,,
10624,57764,礰,,,,,,0,,,11760,,0,yes,,,,,,
10625,57765,峧,,,,,,0,,,11761,,0,yes,,,,,,
10626,57766,捭,,,,,,0,,,11762,,0,yes,,,,,,
10627,57767,捯,,,,,,0,,,11763,,0,yes,,,,,,
10628,50347,蕋,,,,,,0,,4263,7500,,4263,yes,,,,,,
10629,57768,礹,,,,,,0,,,11764,,0,yes,,,,,,
10630,57769,祃,,,,,,0,,,11765,,0,yes,,,,,,
10631,57770,捱,,,,,,0,,,11766,,0,yes,,,,,,
10632,57771,捸,,,,,,0,,,11767,,0,yes,,,,,,
10633,51781,晞,,,,,,0,,5779,5988,,5779,yes,,,,,,
10634,57772,劥,,,,,,0,,,11768,,0,yes,,,,,,
10635,57773,嫜,,,,,,0,,,11769,,0,yes,,,,,,
10636,57774,祬,,,,,,0,,,11770,,0,yes,,,,,,
10637,57775,掂,,,,,,0,,,11771,,0,yes,,,,,,
10638,57776,劜,,,,,,0,,,11772,,0,yes,,,,,,
10639,57777,祼,,,,,,0,,,11773,,0,yes,,,,,,
10640,49636,鼬,,,,,,0,4337,3353,4083,,7690,yes,,,,,,
10641,57778,祾,,,,,,0,,,11774,,0,yes,,,,,,
10642,57779,禚,,,,,,0,,,11775,,0,yes,,,,,,
10643,50806,竃,,,,,,0,3465,4770,3540,,8235,yes,,,,,,
10644,57780,峵,,,,,,0,,,11776,,0,yes,,,,,,
10645,51471,蠖,,,,,,0,,5462,6314,,5462,yes,,,,,,
10646,49859,窘,,,,,,0,3783,3673,4320,,7456,yes,,,,,,
10647,57781,峸,,,,,,0,,,11777,,0,yes,,,,,,
10648,50856,澆,,,,,,0,,4822,6955,,4822,yes,,,,,,
10649,57782,妷,,,,,,0,,,11778,,0,yes,,,,,,
10650,57783,坒,,,,,,0,,,11779,,0,yes,,,,,,
10651,57784,墒,,,,,,0,,,11780,,0,yes,,,,,,
10652,51968,鯢,,,,,,0,,5972,5808,,5972,yes,,,,,,
10653,50747,掖,,,,,,0,,4707,3817,3256,7963,yes,,,,,,
10654,57785,禷,,,,,,0,,,11781,,0,yes,,,,,,
10655,57786,掭,,,,,,0,,,11782,,0,yes,,,,,,
10656,49627,牀,,,,,,0,,3341,4966,3475,6816,yes,,,,,,
10657,57787,秂,,,,,,0,,,11783,,0,yes,,,,,,
10658,51852,醯,,,,,,0,,5851,5932,,5851,yes,,,,,,
10659,57788,秄,,,,,,0,,,11784,,0,yes,,,,,,
10660,51860,厰,,,,,,0,,5860,5924,,5860,yes,,,,,,
10661,57789,崈,,,,,,0,,,11785,,0,yes,,,,,,
10662,57790,秇,,,,,,0,,,11786,,0,yes,,,,,,
10663,57791,秔,,,,,,0,,,11787,,0,yes,,,,,,
10664,50409,巒,,,,,,0,2996,4334,4457,,7330,yes,,,,,,
10665,57792,劗,,,,,,0,,,11788,,0,yes,,,,,,
10666,51924,膣,,,,,,0,2720,5927,3141,,8647,yes,,,,,,
10667,57793,秥,,,,,,0,,,11789,,0,yes,,,,,,
10668,57794,掳,,,,,,0,,,11790,,0,yes,,,,,,
10669,3065,浬,knot,,,,,1,3666,4639,3485,,8305,yes,,,,,,
10670,57795,掼,,,,,,0,,,11791,,0,yes,,,,,,
10671,50823,禀,,,,,,0,,4787,7004,,4787,yes,,,,,,
10672,57796,崒,,,,,,0,,,11792,,0,yes,,,,,,
10673,57797,秺,,,,,,0,,,11793,,0,yes,,,,,,
10674,57798,秼,,,,,,0,,,11794,,0,yes,,,,,,
10675,57799,秾,,,,,,0,,,11795,,0,yes,,,,,,
10676,57800,崠,,,,,,0,,,11796,,0,yes,,,,,,
10677,57801,稆,,,,,,0,,,11797,,0,yes,,,,,,
10678,57802,稉,,,,,,0,,,11798,,0,yes,,,,,,
10679,57803,稌,,,,,,0,,,11799,,0,yes,,,,,,
10680,57804,稒,,,,,,0,,,11800,,0,yes,,,,,,
10681,50520,怱,,,,,,0,,4457,7343,,4457,yes,,,,,,
10682,57805,崥,,,,,,0,,,11801,,0,yes,,,,,,
10683,57806,稛,,,,,,0,,,11802,,0,yes,,,,,,
10684,57807,劐,,,,,,0,,,11803,,0,yes,,,,,,
10685,51588,瀲,,,,,,0,,5583,6220,,5583,yes,,,,,,
10686,49655,效,,,,,,0,4125,3380,4298,,7505,yes,,,,,,
10687,57808,稧,,,,,,0,,,11804,,0,yes,,,,,,
10688,57809,稵,,,,,,0,,,11805,,0,yes,,,,,,
10689,57810,稶,,,,,,0,,,11806,,0,yes,,,,,,
10690,57811,劎,,,,,,0,,,11807,,0,yes,,,,,,
10691,57812,揕,,,,,,0,,,11808,,0,yes,,,,,,
10692,57813,穈,,,,,,0,,,11809,,0,yes,,,,,,
10693,57814,穑,,,,,,0,,,11810,,0,yes,,,,,,
10694,57815,穜,,,,,,0,,,11811,,0,yes,,,,,,
10695,57816,穟,,,,,,0,,,11812,,0,yes,,,,,,
10696,57817,劊,,,,,,0,,,11813,,0,yes,,,,,,
10697,57818,穮,,,,,,0,,,11814,,0,yes,,,,,,
10698,2826,險,inaccessible place,,,,,1,4107,2972,4735,,7079,yes,,,,,,
10699,57819,穳,,,,,,0,,,11815,,0,yes,,,,,,
10700,57820,穸,,,,,,0,,,11816,,0,yes,,,,,,
10701,50510,奘,,,,,,0,3910,4443,3463,,8353,yes,,,,,,
10702,57821,窀,,,,,,0,,,11817,,0,yes,,,,,,
10703,50324,篩,,,,,,0,3844,4235,3738,,8079,yes,,,,,,
10704,57822,窂,,,,,,0,,,11818,,0,yes,,,,,,
10705,57823,窅,,,,,,0,,,11819,,0,yes,,,,,,
10706,57824,崭,,,,,,0,,,11820,,0,yes,,,,,,
10707,57825,窍,,,,,,0,,,11821,,0,yes,,,,,,
10708,50093,臙,,,,,,0,3898,3964,3959,,7862,yes,,,,,,
10709,57826,劁,,,,,,0,,,11822,,0,yes,,,,,,
10710,57827,嫰,,,,,,0,,,11823,,0,yes,,,,,,
10711,57828,揳,,,,,,0,,,11824,,0,yes,,,,,,
10712,57829,窨,,,,,,0,,,11825,,0,yes,,,,,,
10713,50731,岑,,,,,,0,4051,4689,3085,,8740,yes,,,,,,
10714,57830,窭,,,,,,0,,,11826,,0,yes,,,,,,
10715,57831,窸,,,,,,0,,,11827,,0,yes,,,,,,
10716,50699,閙,,,,,,0,,4655,7172,,4655,yes,,,,,,
10717,57832,竆,,,,,,0,,,11828,,0,yes,,,,,,
10718,57833,竗,,,,,,0,,,11829,,0,yes,,,,,,
10719,51827,熹,,,,,,0,,5826,3385,2618,8444,yes,,,,,,
10720,51158,跖,,,,,,0,,5138,6691,,5138,yes,,,,,,
10721,57834,竤,,,,,,0,,,11830,,0,yes,,,,,,
10722,57835,崳,,,,,,0,,,11831,,0,yes,,,,,,
10723,57836,竾,,,,,,0,,,11832,,0,yes,,,,,,
10724,52338,赶,,,,,,0,4269,,7563,,4269,yes,,,,,,
10725,57837,揿,,,,,,0,,,11833,,0,yes,,,,,,
10726,57838,嫱,,,,,,0,,,11834,,0,yes,,,,,,
10727,57839,圹,,,,,,0,,,11835,,0,yes,,,,,,
10728,50236,偈,,,,,,0,4228,4128,3479,,8356,yes,,,,,,
10729,57840,笫,,,,,,0,,,11836,,0,yes,,,,,,
10730,57841,笭,,,,,,0,,,11837,,0,yes,,,,,,
10731,50119,顳,,,,,,0,,3993,7844,,3993,yes,,,,,,
10732,2938,彈,bullet,,,,,1,4115,3134,4588,,7249,yes,,,,,,
10733,57842,崹,,,,,,0,,,11838,,0,yes,,,,,,
10734,57843,搅,,,,,,0,,,11839,,0,yes,,,,,,
10735,49301,齒,,,,,,0,4232,2763,4844,,6995,yes,,,,,,
10736,57844,笸,,,,,,0,,,11840,,0,yes,,,,,,
10737,57845,搊,,,,,,0,,,11841,,0,yes,,,,,,
10738,57846,笾,,,,,,0,,,11842,,0,yes,,,,,,
10739,57847,筂,,,,,,0,,,11843,,0,yes,,,,,,
10740,57848,剟,,,,,,0,,,11844,,0,yes,,,,,,
10741,52026,逖,,,,,,0,,6030,5814,,6030,yes,,,,,,
10742,57849,筓,,,,,,0,,,11845,,0,yes,,,,,,
10743,57850,筘,,,,,,0,,,11846,,0,yes,,,,,,
10744,49977,斟,,,,,,0,,3823,4632,3391,7214,yes,,,,,,
10745,57851,筜,,,,,,0,,,11847,,0,yes,,,,,,
10746,51854,燉,,,,,,0,,5853,5994,,5853,yes,,,,,,
10747,57852,筟,,,,,,0,,,11848,,0,yes,,,,,,
10748,50424,謐,,,,,,0,3378,4351,4119,,7729,yes,,,,,,
10749,50020,蠱,,,,,,0,3860,3872,4116,,7732,yes,,,,,,
10750,57853,筢,,,,,,0,,,11849,,0,yes,,,,,,
10751,57854,剜,,,,,,0,,,11850,,0,yes,,,,,,
10752,57855,筪,,,,,,0,,,11851,,0,yes,,,,,,
10753,51560,贍,,,,,,0,,5554,6297,,5554,yes,,,,,,
10754,57856,搋,,,,,,0,,,11852,,0,yes,,,,,,
10755,51501,秧,,,,,,0,,5493,6359,,5493,yes,,,,,,
10756,57857,筼,,,,,,0,,,11853,,0,yes,,,,,,
10757,51076,癘,,,,,,0,,5050,6803,,5050,yes,,,,,,
10758,57858,筽,,,,,,0,,,11854,,0,yes,,,,,,
10759,49467,爐,,,,,,0,3432,3089,5333,,6521,yes,,,,,,
10760,57859,筿,,,,,,0,,,11855,,0,yes,,,,,,
10761,49550,嚀,,,,,,0,,3231,8624,,3231,yes,,,,,,
10762,57860,箅,,,,,,0,,,11856,,0,yes,,,,,,
10763,50140,妁,,,,,,0,,4018,7838,,4018,yes,,,,,,
10764,57861,箓,,,,,,0,,,11857,,0,yes,,,,,,
10765,2818,繫,attach,,,,,1,3827,,4972,3058,6885,yes,,,,,,
10766,57862,箢,,,,,,0,,,11858,,0,yes,,,,,,
10767,57863,箦,,,,,,0,,,11859,,0,yes,,,,,,
10768,57864,箧,,,,,,0,,,11860,,0,yes,,,,,,
10769,50082,藷,,,,,,0,,3952,4368,3540,7492,yes,,,,,,
10770,57865,箨,,,,,,0,,,11861,,0,yes,,,,,,
10771,57866,箩,,,,,,0,,,11862,,0,yes,,,,,,
10772,57867,搌,,,,,,0,,,11863,,0,yes,,,,,,
10773,49935,燼,,,,,,0,4023,3768,4072,,7791,yes,,,,,,
10774,57868,箼,,,,,,0,,,11864,,0,yes,,,,,,
10775,57869,篈,,,,,,0,,,11865,,0,yes,,,,,,
10776,57870,篊,,,,,,0,,,11866,,0,yes,,,,,,
10777,57871,篑,,,,,,0,,,11867,,0,yes,,,,,,
10778,57872,篒,,,,,,0,,,11868,,0,yes,,,,,,
10779,51099,鯣,,,,,,0,,5075,6793,,5075,yes,,,,,,
10780,57873,篓,,,,,,0,,,11869,,0,yes,,,,,,
10781,57874,篗,,,,,,0,,,11870,,0,yes,,,,,,
10782,57875,搐,,,,,,0,,,11871,,0,yes,,,,,,
10783,57876,篴,,,,,,0,,,11872,,0,yes,,,,,,
10784,49973,擱,,,,,,0,3804,3817,4251,,7621,yes,,,,,,
10785,57877,篼,,,,,,0,,,11873,,0,yes,,,,,,
10786,57878,搒,,,,,,0,,,11874,,0,yes,,,,,,
10787,57879,搘,,,,,,0,,,11875,,0,yes,,,,,,
10788,57880,簌,,,,,,0,,,11876,,0,yes,,,,,,
10789,50750,轂,,,,,,0,,4710,7166,,4710,yes,,,,,,
10790,57881,剁,,,,,,0,,,11877,,0,yes,,,,,,
10791,52095,腆,,,,,,0,,6101,5776,,6101,yes,,,,,,
10792,50009,皎,,,,,,0,3598,3861,4418,,7459,yes,,,,,,
10793,57882,搛,,,,,,0,,,11878,,0,yes,,,,,,
10794,57883,簖,,,,,,0,,,11879,,0,yes,,,,,,
10795,51563,斌,,,,,,0,,5557,3302,3020,8577,yes,,,,,,
10796,57884,簘,,,,,,0,,,11880,,0,yes,,,,,,
10797,50786,曄,,,,,,0,,4749,3885,3246,7995,yes,,,,,,
10798,49476,椽,,,,,,0,,3105,5637,3138,6243,yes,,,,,,
10799,57885,剀,,,,,,0,,,11881,,0,yes,,,,,,
10800,57886,籕,,,,,,0,,,11882,,0,yes,,,,,,
10801,57887,刿,,,,,,0,,,11883,,0,yes,,,,,,
10802,57888,搡,,,,,,0,,,11884,,0,yes,,,,,,
10803,57889,崽,,,,,,0,,,11885,,0,yes,,,,,,
10804,57890,刲,,,,,,0,,,11886,,0,yes,,,,,,
10805,50582,膓,,,,,,0,,4530,7356,,4530,yes,,,,,,
10806,50487,帚,,,,,,0,3708,4418,3760,,8126,yes,,,,,,
10807,57891,粐,,,,,,0,,,11887,,0,yes,,,,,,
10808,57892,粜,,,,,,0,,,11888,,0,yes,,,,,,
10809,57893,粝,,,,,,0,,,11889,,0,yes,,,,,,
10810,57894,刭,,,,,,0,,,11890,,0,yes,,,,,,
10811,57895,粷,,,,,,0,,,11891,,0,yes,,,,,,
10812,57896,粺,,,,,,0,,,11892,,0,yes,,,,,,
10813,57897,嬇,,,,,,0,,,11893,,0,yes,,,,,,
10814,52350,艳,,,,,,0,4300,,7593,,4300,yes,,,,,,
10815,57898,糇,,,,,,0,,,11894,,0,yes,,,,,,
10816,57899,糈,,,,,,0,,,11895,,0,yes,,,,,,
10817,57900,妔,,,,,,0,,,11896,,0,yes,,,,,,
10818,57901,糓,,,,,,0,,,11897,,0,yes,,,,,,
10819,57902,刢,,,,,,0,,,11898,,0,yes,,,,,,
10820,57903,糦,,,,,,0,,,11899,,0,yes,,,,,,
10821,49595,啣,,,,,,0,,3297,8602,,3297,yes,,,,,,
10822,57904,糨,,,,,,0,,,11900,,0,yes,,,,,,
10823,57905,刓,,,,,,0,,,11901,,0,yes,,,,,,
10824,57906,紥,,,,,,0,,,11902,,0,yes,,,,,,
10825,57907,紪,,,,,,0,,,11903,,0,yes,,,,,,
10826,51701,枹,,,,,,0,,5698,6207,,5698,yes,,,,,,
10827,57908,搷,,,,,,0,,,11906,,0,yes,,,,,,
10828,57909,絝,,,,,,0,,,11907,,0,yes,,,,,,
10829,57910,摁,,,,,,0,,,11908,,0,yes,,,,,,
10830,57911,絷,,,,,,0,,,11909,,0,yes,,,,,,
10831,57912,圫,,,,,,0,,,11910,,0,yes,,,,,,
10832,51637,暾,,,,,,0,,5633,6277,,5633,yes,,,,,,
10833,49196,俥,,,,,,0,4141,2506,5263,,6647,yes,,,,,,
10834,57913,凷,,,,,,0,,,11911,,0,yes,,,,,,
10835,57914,綍,,,,,,0,,,11912,,0,yes,,,,,,
10836,57915,摅,,,,,,0,,,11913,,0,yes,,,,,,
10837,50967,潦,,,,,,0,,4939,6974,,4939,yes,,,,,,
10838,57916,綖,,,,,,0,,,11914,,0,yes,,,,,,
10839,57917,摈,,,,,,0,,,11915,,0,yes,,,,,,
10840,57918,綪,,,,,,0,,,11916,,0,yes,,,,,,
10841,57919,綳,,,,,,0,,,11917,,0,yes,,,,,,
10842,50410,襁,,,,,,0,,4335,7582,,4335,yes,,,,,,
10843,57920,嵘,,,,,,0,,,11918,,0,yes,,,,,,
10844,57921,嵚,,,,,,0,,,11919,,0,yes,,,,,,
10845,57922,摒,,,,,,0,,,11920,,0,yes,,,,,,
10846,57923,緪,,,,,,0,,,11921,,0,yes,,,,,,
10847,57924,緺,,,,,,0,,,11922,,0,yes,,,,,,
10848,57925,緾,,,,,,0,,,11923,,0,yes,,,,,,
10849,51238,驤,,,,,,0,3145,5223,3555,,8368,yes,,,,,,
10850,57926,縂,,,,,,0,,,11924,,0,yes,,,,,,
10851,52063,謇,,,,,,0,,6068,5856,,6068,yes,,,,,,
10852,57927,縇,,,,,,0,,,11925,,0,yes,,,,,,
10853,57928,縧,,,,,,0,,,11926,,0,yes,,,,,,
10854,50384,膾,,,,,,0,,4302,4188,3436,7738,yes,,,,,,
10855,57929,摞,,,,,,0,,,11927,,0,yes,,,,,,
10856,57930,繄,,,,,,0,,,11928,,0,yes,,,,,,
10857,51593,衽,,,,,,0,,5588,6340,,5588,yes,,,,,,
10858,51088,爿,,,,,,0,,5064,6864,,5064,yes,,,,,,
10859,50519,樒,,,,,,0,,4455,4304,3169,7624,yes,,,,,,
10860,57931,嵝,,,,,,0,,,11929,,0,yes,,,,,,
10861,57932,繘,,,,,,0,,,11930,,0,yes,,,,,,
10862,57933,繢,,,,,,0,,,11931,,0,yes,,,,,,
10863,57934,凟,,,,,,0,,,11932,,0,yes,,,,,,
10864,49513,吝,,,,,,0,4158,3172,4602,,7330,yes,,,,,,
10865,57935,繶,,,,,,0,,,11933,,0,yes,,,,,,
10866,57936,摣,,,,,,0,,,11934,,0,yes,,,,,,
10867,57937,纡,,,,,,0,,,11936,,0,yes,,,,,,
10868,57938,纣,,,,,,0,,,11937,,0,yes,,,,,,
10869,57939,纨,,,,,,0,,,11938,,0,yes,,,,,,
10870,50628,鐡,,,,,,0,3734,4579,3625,,8313,yes,,,,,,
10871,57940,纩,,,,,,0,,,11939,,0,yes,,,,,,
10872,50626,矧,,,,,,0,3710,4577,3652,,8287,yes,,,,,,
10873,57941,纫,,,,,,0,,,11940,,0,yes,,,,,,
10874,50426,愬,,,,,,0,,4353,7587,,4353,yes,,,,,,
10875,57942,纭,,,,,,0,,,11941,,0,yes,,,,,,
10876,57943,纰,,,,,,0,,,11942,,0,yes,,,,,,
10877,57944,纴,,,,,,0,,,11943,,0,yes,,,,,,
10878,51488,鑷,,,,,,0,,5479,6464,,5479,yes,,,,,,
10879,51156,撩,,,,,,0,,5135,6808,,5135,yes,,,,,,
10880,57945,凕,,,,,,0,,,11944,,0,yes,,,,,,
10881,51507,翊,,,,,,0,,5499,3913,2532,8031,yes,,,,,,
10882,57946,纻,,,,,,0,,,11945,,0,yes,,,,,,
10883,2941,徠,induce,,,,,1,3499,4462,3984,,7961,yes,,,,,,
10884,57947,纾,,,,,,0,,,11946,,0,yes,,,,,,
10885,57948,绀,,,,,,0,,,11947,,0,yes,,,,,,
10886,50209,獪,,,,,,0,,4098,4715,3134,7232,yes,,,,,,
10887,57949,绁,,,,,,0,,,11948,,0,yes,,,,,,
10888,57950,摰,,,,,,0,,,11949,,0,yes,,,,,,
10889,49882,癲,,,,,,0,4021,3702,4226,,7723,yes,,,,,,
10890,57951,绉,,,,,,0,,,11950,,0,yes,,,,,,
10891,51670,絛,,,,,,0,,5667,6283,,5667,yes,,,,,,
10892,50983,彊,,,,,,0,,4956,3568,3426,8382,yes,,,,,,
10893,49940,犢,,,,,,0,3596,3773,4581,,7369,yes,,,,,,
10894,57952,绋,,,,,,0,,,11951,,0,yes,,,,,,
10895,50817,鮹,,,,,,0,,4781,7170,,4781,yes,,,,,,
10896,57953,绌,,,,,,0,,,11952,,0,yes,,,,,,
10897,52373,蘑,,,,,,0,4385,,7567,,4385,yes,,,,,,
10898,51710,荳,,,,,,0,,5707,6246,,5707,yes,,,,,,
10899,57954,绔,,,,,,0,,,11954,,0,yes,,,,,,
10900,57955,嬣,,,,,,0,,,11955,,0,yes,,,,,,
10901,57956,摵,,,,,,0,,,11956,,0,yes,,,,,,
10902,50835,駘,,,,,,0,,4800,7156,,4800,yes,,,,,,
10903,57957,撂,,,,,,0,,,11957,,0,yes,,,,,,
10904,57958,绡,,,,,,0,,,11958,,0,yes,,,,,,
10905,57959,绢,,,,,,0,,,11959,,0,yes,,,,,,
10906,57960,绤,,,,,,0,,,11960,,0,yes,,,,,,
10907,57961,圤,,,,,,0,,,11961,,0,yes,,,,,,
10908,52362,买,,,,,,0,4363,,7598,,4363,yes,,,,,,
10909,57962,绨,,,,,,0,,,11962,,0,yes,,,,,,
10910,51836,鏐,,,,,,0,,5835,6127,,5835,yes,,,,,,
10911,57963,撖,,,,,,0,,,11963,,0,yes,,,,,,
10912,51847,猯,,,,,,0,,5846,6117,,5846,yes,,,,,,
10913,50497,冐,,,,,,0,,4428,7535,,4428,yes,,,,,,
10914,57964,圞,,,,,,0,,,11964,,0,yes,,,,,,
10915,57965,绲,,,,,,0,,,11965,,0,yes,,,,,,
10916,2659,滉,deep and broad,,,,1,1,2914,5661,3391,,8575,yes,,,,,,
10917,57966,撨,,,,,,0,,,11966,,0,yes,,,,,,
10918,57967,绷,,,,,,0,,,11967,,0,yes,,,,,,
10919,57968,冡,,,,,,0,,,11968,,0,yes,,,,,,
10920,57969,绹,,,,,,0,,,11969,,0,yes,,,,,,
10921,57970,绺,,,,,,0,,,11970,,0,yes,,,,,,
10922,57971,绻,,,,,,0,,,11971,,0,yes,,,,,,
10923,57972,绾,,,,,,0,,,11972,,0,yes,,,,,,
10924,57973,撬,,,,,,0,,,11973,,0,yes,,,,,,
10925,52239,卌,,,,,,0,3920,,8053,,3920,yes,,,,,,
10926,57974,缁,,,,,,0,,,11974,,0,yes,,,,,,
10927,52409,昕,,,,,,0,4469,,4482,3023,7492,yes,,,,,,
10928,57975,缂,,,,,,0,,,11975,,0,yes,,,,,,
10929,49449,煖,,,,,,0,3603,3057,5315,,6660,yes,,,,,,
10930,57976,缃,,,,,,0,,,11976,,0,yes,,,,,,
10931,57977,撵,,,,,,0,,,11977,,0,yes,,,,,,
10932,57978,缇,,,,,,0,,,11978,,0,yes,,,,,,
10933,50408,輾,,,,,,0,,4333,7645,,4333,yes,,,,,,
10934,57979,缈,,,,,,0,,,11979,,0,yes,,,,,,
10935,57980,缌,,,,,,0,,,11980,,0,yes,,,,,,
10936,57981,缍,,,,,,0,,,11981,,0,yes,,,,,,
10937,57982,缎,,,,,,0,,,11982,,0,yes,,,,,,
10938,57983,嵪,,,,,,0,,,11983,,0,yes,,,,,,
10939,51303,菽,,,,,,0,,5289,6694,,5289,yes,,,,,,
10940,50774,哂,,,,,,0,,4736,7247,,4736,yes,,,,,,
10941,57984,嬭,,,,,,0,,,11984,,0,yes,,,,,,
10942,50262,悽,,,,,,0,,4160,7824,,4160,yes,,,,,,
10943,57985,缒,,,,,,0,,,11985,,0,yes,,,,,,
10944,57986,撺,,,,,,0,,,11986,,0,yes,,,,,,
10945,57987,缔,,,,,,0,,,11987,,0,yes,,,,,,
10946,51017,麈,,,,,,0,,4990,6997,,4990,yes,,,,,,
10947,49555,匕,,,,,,0,3992,3238,4757,,7230,yes,,,,,,
10948,57988,缗,,,,,,0,,,11988,,0,yes,,,,,,
10949,50124,嬲,,,,,,0,3706,3998,4284,,7704,yes,,,,,,
10950,57989,冋,,,,,,0,,,11989,,0,yes,,,,,,
10951,52294,舱,,,,,,0,4123,,7866,,4123,yes,,,,,,
10952,51644,笋,,,,,,0,,5640,6349,,5640,yes,,,,,,
10953,57990,擀,,,,,,0,,,11990,,0,yes,,,,,,
10954,57991,嵲,,,,,,0,,,11991,,0,yes,,,,,,
10955,51800,珮,,,,,,0,,5799,6192,,5799,yes,,,,,,
10956,57992,擞,,,,,,0,,,11992,,0,yes,,,,,,
10957,57993,缜,,,,,,0,,,11993,,0,yes,,,,,,
10958,57994,圐,,,,,,0,,,11994,,0,yes,,,,,,
10959,49649,釦,,,,,,0,3583,3374,5037,,6957,yes,,,,,,
10960,57995,缟,,,,,,0,,,11995,,0,yes,,,,,,
10961,49941,藹,,,,,,0,3471,3774,4750,,7245,yes,,,,,,
10962,49631,彳,,,,,,0,3306,3347,5342,,6653,yes,,,,,,
10963,57996,冁,,,,,,0,,,11996,,0,yes,,,,,,
